MeshLog File Created Successfully!
v, 0.437500
v, 0.164062
v, 0.765625
v, -0.437500
v, 0.164062
v, 0.765625
v, 0.500000
v, 0.093750
v, 0.687500
v, -0.500000
v, 0.093750
v, 0.687500
v, 0.546875
v, 0.054688
v, 0.578125
v, -0.546875
v, 0.054688
v, 0.578125
v, 0.351562
v, -0.023438
v, 0.617188
v, -0.351562
v, -0.023438
v, 0.617188
v, 0.351562
v, 0.031250
v, 0.718750
v, -0.351562
v, 0.031250
v, 0.718750
v, 0.351562
v, 0.132812
v, 0.781250
v, -0.351562
v, 0.132812
v, 0.781250
v, 0.273438
v, 0.164062
v, 0.796875
v, -0.273438
v, 0.164062
v, 0.796875
v, 0.203125
v, 0.093750
v, 0.742188
v, -0.203125
v, 0.093750
v, 0.742188
v, 0.156250
v, 0.054688
v, 0.648438
v, -0.156250
v, 0.054688
v, 0.648438
v, 0.078125
v, 0.242188
v, 0.656250
v, -0.078125
v, 0.242188
v, 0.656250
v, 0.140625
v, 0.242188
v, 0.742188
v, -0.140625
v, 0.242188
v, 0.742188
v, 0.242188
v, 0.242188
v, 0.796875
v, -0.242188
v, 0.242188
v, 0.796875
v, 0.273438
v, 0.328125
v, 0.796875
v, -0.273438
v, 0.328125
v, 0.796875
v, 0.203125
v, 0.390625
v, 0.742188
v, -0.203125
v, 0.390625
v, 0.742188
v, 0.156250
v, 0.437500
v, 0.648438
v, -0.156250
v, 0.437500
v, 0.648438
v, 0.351562
v, 0.515625
v, 0.617188
v, -0.351562
v, 0.515625
v, 0.617188
v, 0.351562
v, 0.453125
v, 0.718750
v, -0.351562
v, 0.453125
v, 0.718750
v, 0.351562
v, 0.359375
v, 0.781250
v, -0.351562
v, 0.359375
v, 0.781250
v, 0.437500
v, 0.328125
v, 0.765625
v, -0.437500
v, 0.328125
v, 0.765625
v, 0.500000
v, 0.390625
v, 0.687500
v, -0.500000
v, 0.390625
v, 0.687500
v, 0.546875
v, 0.437500
v, 0.578125
v, -0.546875
v, 0.437500
v, 0.578125
v, 0.625000
v, 0.242188
v, 0.562500
v, -0.625000
v, 0.242188
v, 0.562500
v, 0.562500
v, 0.242188
v, 0.671875
v, -0.562500
v, 0.242188
v, 0.671875
v, 0.468750
v, 0.242188
v, 0.757812
v, -0.468750
v, 0.242188
v, 0.757812
v, 0.476562
v, 0.242188
v, 0.773438
v, -0.476562
v, 0.242188
v, 0.773438
v, 0.445312
v, 0.335938
v, 0.781250
v, -0.445312
v, 0.335938
v, 0.781250
v, 0.351562
v, 0.375000
v, 0.804688
v, -0.351562
v, 0.375000
v, 0.804688
v, 0.265625
v, 0.335938
v, 0.820312
v, -0.265625
v, 0.335938
v, 0.820312
v, 0.226562
v, 0.242188
v, 0.820312
v, -0.226562
v, 0.242188
v, 0.820312
v, 0.265625
v, 0.156250
v, 0.820312
v, -0.265625
v, 0.156250
v, 0.820312
v, 0.351562
v, 0.242188
v, 0.828125
v, -0.351562
v, 0.242188
v, 0.828125
v, 0.351562
v, 0.117188
v, 0.804688
v, -0.351562
v, 0.117188
v, 0.804688
v, 0.445312
v, 0.156250
v, 0.781250
v, -0.445312
v, 0.156250
v, 0.781250
v, 0.000000
v, 0.429688
v, 0.742188
v, 0.000000
v, 0.351562
v, 0.820312
v, 0.000000
v, -0.679688
v, 0.734375
v, 0.000000
v, -0.320312
v, 0.781250
v, 0.000000
v, -0.187500
v, 0.796875
v, 0.000000
v, -0.773438
v, 0.718750
v, 0.000000
v, 0.406250
v, 0.601562
v, 0.000000
v, 0.570312
v, 0.570312
v, 0.000000
v, 0.898438
v, -0.546875
v, 0.000000
v, 0.562500
v, -0.851562
v, 0.000000
v, 0.070312
v, -0.828125
v, 0.000000
v, -0.382812
v, -0.351562
v, 0.203125
v, -0.187500
v, 0.562500
v, -0.203125
v, -0.187500
v, 0.562500
v, 0.312500
v, -0.437500
v, 0.570312
v, -0.312500
v, -0.437500
v, 0.570312
v, 0.351562
v, -0.695312
v, 0.570312
v, -0.351562
v, -0.695312
v, 0.570312
v, 0.367188
v, -0.890625
v, 0.531250
v, -0.367188
